in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,in20,in21,in22,outcome
0.65,3,534.203480408527,118.77682800400001,316.905,-60.3753,8.6,7.04,10.882,90.3833,-60.3023,515.1,1,45.4396,136.85,4.29,2,515.118,45.3908,4.29,47.3367,43.0466,0.6473293645673037
0.64,3,943.2085750999395,93.81378895693514,316.909,-60.3865,9.04,7.4,11.1552,92.5513,-60.3098,541.4,1,45.4458,136.85,4.51,2,541.372,45.3946,4.51,48.5308,44.0206,0.6030765319584531
0.55,3,421.79491323255934,101.25762742689267,316.934,-60.453,11.8,9.65,12.7367,105.018,-60.353,706.3,1,45.481,136.85,5.89,2,706.304,45.4141,5.89,55.4542,49.564,0.15860876197226234
1.41,5,252.36149503546767,134.87897802444922,136.854,-59.7843,4.37,3.58,7.76123,98.9493,-60.2179,261.6,2,45.3633,136.85,2.18,3,261.629,44.931,2.18,33.7098,31.5298,0.98007014354196
1.27,5,79.16017857100815,148.2184815364887,316.867,-59.7736,5.35,4.37,8.58392,109.224,-60.2401,320.2,2,45.3842,136.85,2.67,3,320.163,44.903,2.67,37.298,34.6279,0.8895614776752097
1.26,5,15.611928682308644,122.87252626998122,316.868,-59.7727,5.42,4.43,8.63881,109.912,-60.2416,324.3,2,45.3856,136.85,2.7,3,324.276,44.9012,2.7,37.5372,34.8372,0.8818557030628579
1.19,5,954.1487491480075,35.663712030354844,316.876,-59.7677,6.05,4.95,9.1318,116.048,-60.2549,362.4,2,45.3978,136.85,3.02,3,362.434,44.8838,3.02,39.6893,36.6693,0.8263976225923068
1.16,5,52.662346157711,179.01916008170045,316.88,-59.7658,6.35,5.19,9.35081,118.767,-60.2608,380.1,2,45.4031,136.85,3.17,3,380.068,44.8759,3.17,40.6455,37.4755,0.8032995583768763
0.74,3,7.1627904190681875,101.64714766870063,316.884,-60.3255,6.73,5.5,9.62456,80.3215,-60.2683,402.7,1,45.4097,136.85,3.36,2,402.699,45.3715,3.36,41.8408,38.4808,0.7053720862599936
0.69,3,732.3317162117455,130.81257017469875,316.896,-60.3534,7.76,6.35,10.3356,86.0251,-60.2876,464.6,1,45.4268,136.85,3.87,2,464.559,45.3828,3.87,44.9476,41.0776,0.6975103087124752
0.67,3,637.5942463302054,70.64890543645365,316.899,-60.3622,8.09,6.62,10.5543,87.7661,-60.2935,484.5,1,45.4319,136.85,4.04,2,484.476,45.3859,4.04,45.9032,41.8631,0.6831002598122959
0.66,3,301.08192622708157,120.70437940004312,316.903,-60.3711,8.43,6.9,10.7728,89.5077,-60.2994,504.8,1,45.4369,136.85,4.21,2,504.8,45.3891,4.21,46.8589,42.6488,0.6610691786349165
0.58,3,852.9999575938564,109.36295466779134,316.927,-60.432,10.9,8.92,12.2464,101.172,-60.3396,652.8,1,45.4703,136.85,5.44,2,652.808,45.4085,5.44,53.3062,47.866,0.31885266582052746
0.55,3,426.1230583358556,162.29929293400713,316.935,-60.4554,11.9,9.73,12.7912,105.446,-60.3545,712.4,1,45.4822,136.85,5.94,2,712.378,45.4147,5.94,55.6929,49.7528,0.14150621796884183
1.25,5,809.4257532001939,97.1498927582021,316.869,-59.7725,5.48,4.49,8.6936,110.589,-60.2431,328.4,2,45.3869,136.85,2.74,3,328.412,44.8991,2.74,37.7763,35.0363,0.8747546805695458
1.19,5,991.9791867220774,180.66408657838124,316.876,-59.7678,6.05,4.95,9.1318,116.048,-60.255,362.4,2,45.3978,136.85,3.02,3,362.434,44.8838,3.02,39.6893,36.6693,0.8265074024355719
0.64,3,774.0908924196847,113.62602245159815,316.907,-60.3821,8.86,7.25,11.0458,91.6861,-60.307,530.8,1,45.4433,136.85,4.42,2,530.787,45.3931,4.42,48.0531,43.633,0.5701772462978194
0.64,3,203.81626278487965,170.70826022318465,316.909,-60.3866,9.04,7.4,11.1552,92.5513,-60.3099,541.4,1,45.4458,136.85,4.51,2,541.372,45.3946,4.51,48.5309,44.0207,0.60253726255294
0.62,3,133.06476880633272,130.173380857184,316.914,-60.4001,9.58,7.84,11.4826,95.1471,-60.3189,573.7,1,45.4533,136.85,4.78,2,573.714,45.3989,4.78,49.9637,45.1836,0.5266485754620867
1.37,5,746.7709122863598,121.64638595396524,136.858,-59.7816,4.62,3.78,7.98072,101.691,-60.224,276.7,2,45.3689,136.85,2.31,3,276.666,44.9235,2.31,34.6668,32.3568,0.9075730758193525
1.31,5,445.37257707770914,135.04859976512043,316.863,-59.777,5.01,4.1,8.30977,105.806,-60.2328,300,2,45.3773,136.85,2.5,3,300,44.9125,2.5,36.1021,33.6021,0.9181870532971511
1.29,5,285.8014316067565,151.58105745158207,316.865,-59.7758,5.14,4.21,8.41962,107.171,-60.2358,308,2,45.38,136.85,2.57,3,307.993,44.9086,2.57,36.5804,34.0104,0.9056837069378936
0.67,3,360.46229664445855,72.85264086631415,316.899,-60.3624,8.09,6.62,10.5543,87.7661,-60.2937,484.5,1,45.4318,136.85,4.04,2,484.476,45.3859,4.04,45.9032,41.8631,0.6832947819907133
0.64,3,641.7114706207067,144.7676886294552,316.907,-60.3822,8.86,7.25,11.0458,91.6861,-60.307,530.8,1,45.4433,136.85,4.42,2,530.787,45.3931,4.42,48.0532,43.633,0.57010213377348
0.61,3,671.7202649023384,144.71356438223168,316.915,-60.4025,9.67,7.91,11.5371,95.5746,-60.3204,579.2,1,45.4544,136.85,4.83,2,579.193,45.3996,4.83,50.2025,45.3723,0.5127257949890317
0.54,3,553.4065041525755,137.92991085875082,316.938,-60.4626,12.2,9.99,12.9546,106.727,-60.3592,730.8,1,45.4857,136.85,6.09,2,730.754,45.4165,6.09,56.4088,50.318600000000004,0.08752920240128967
1.41,5,655.5083596084733,211.74616151791275,136.854,-59.7846,4.37,3.58,7.76124,98.9493,-60.2181,261.6,2,45.3633,136.85,2.18,3,261.63,44.931,2.18,33.7098,31.5298,0.9798428800067797
0.72,3,11.541388404089957,170.9738218789601,316.888,-60.3342,7.04,5.76,9.8434,82.0834,-60.2744,421.3,1,45.415,136.85,3.51,2,421.265,45.3751,3.51,42.7967,39.2867,0.706982190627883
0.7,3,404.26477995235473,121.07000444412017,316.892,-60.345,7.43,6.08,10.1169,84.2732,-60.2819,445.1,1,45.4215,136.85,3.71,2,445.06,45.3793,3.71,43.9917,40.2816,0.7076100542928736
0.66,3,120.08426970546134,141.2817633823468,316.902,-60.369,8.34,6.83,10.7181,89.0797,-60.2982,499.7,1,45.4357,136.85,4.16,2,499.678,45.3884,4.16,46.62,42.4598,0.6687711013229436
0.65,3,318.0581979113631,188.17206108305356,316.904,-60.3756,8.6,7.04,10.882,90.383,-60.3027,515.1,1,45.4395,136.85,4.29,2,515.117,45.3908,4.29,47.3365,43.0465,0.6464337921617194
0.64,3,919.9058326960076,134.1610298414852,316.909,-60.3868,9.04,7.4,11.1552,92.5513,-60.3101,541.4,1,45.4458,136.85,4.51,2,541.372,45.3945,4.51,48.5309,44.0207,0.6017533959527831
0.61,3,492.97260479303077,131.83652998258273,316.916,-60.4048,9.76,7.99,11.5918,96.0124,-60.322,584.7,1,45.4557,136.85,4.87,2,584.704,45.4004,4.87,50.4413,45.5712,0.5022447089004491
0.61,3,392.0820349829737,97.88717702906058,316.917,-60.4071,9.86,8.07,11.6463,96.4398,-60.3235,590.2,1,45.4569,136.85,4.92,2,590.237,45.401,4.92,50.6801,45.7599,0.4886243044869141
0.57,3,435.95705789886415,160.65276430259257,316.928,-60.437,11.1,9.08,12.3553,102.027,-60.3429,664.5,1,45.4727,136.85,5.54,2,664.511,45.4097,5.54,53.7837,48.2434,0.2803661639263435
1.44,5,355.3966172824148,160.39411320811115,136.851,-59.7872,4.19,3.42,7.59654,96.8862,-60.2138,250.6,2,45.359,136.85,2.09,3,250.626,44.9364,2.09,32.9921,30.9021,0.9969146086155993
1.38,5,891.5633054473437,158.70142343807083,316.857,-59.7821,4.56,3.73,7.92577,101.013,-60.2227,272.9,2,45.3675,136.85,2.27,3,272.865,44.9255,2.27,34.4276,32.1575,0.9616675750788201
1.29,5,355.7123108478263,169.19501105498168,316.865,-59.776,5.14,4.21,8.41962,107.171,-60.236,308,2,45.38,136.85,2.57,3,307.994,44.9086,2.57,36.5804,34.0104,0.905737633878445
1.23,5,940.7053149028216,105.25750336392487,136.872,-59.7707,5.69,4.66,8.85778,112.641,-60.2478,341,2,45.391,136.85,2.84,3,340.968,44.8935,2.84,38.4936,35.6535,0.8562076649442147
1.2,5,255.88195330812596,159.22895265543556,316.875,-59.7683,5.98,4.89,9.07697,115.37,-60.2538,358.1,2,45.3964,136.85,2.98,3,358.088,44.8858,2.98,39.4502,36.4701,0.8320079503718071
1.19,5,681.4948453987017,132.73182955099747,316.876,-59.768,6.05,4.95,9.1318,116.048,-60.2552,362.4,2,45.3977,136.85,3.02,3,362.435,44.8838,3.02,39.6893,36.6693,0.8268059265707668
1.16,5,851.0150249700528,189.8227645551653,316.88,-59.7662,6.35,5.19,9.35082,118.767,-60.2612,380.1,2,45.403,136.85,3.17,3,380.068,44.8759,3.17,40.6455,37.4755,0.8034767468958306
0.75,3,62.02789862523787,123.51613321367161,316.882,-60.3215,6.57,5.38,9.515,79.4452,-60.2656,393.6,1,45.4071,136.85,3.28,2,393.566,45.3698,3.28,41.3627,38.0826,0.7061829163304258
0.74,3,242.76179558155127,103.99123361660467,316.885,-60.3278,6.8,5.57,9.67923,80.7694,-60.2701,407.3,1,45.4111,136.85,3.39,2,407.3,45.3725,3.39,42.0798,38.6897,0.7066066280061862
0.73,3,578.6076876935549,125.21161226307825,316.887,-60.3321,6.96,5.69,9.78873,81.6455,-60.273,416.6,1,45.4137,136.85,3.47,2,416.588,45.3742,3.47,42.5579,39.0877,0.7077410197199268
0.72,3,617.269436577335,137.72469322365214,316.889,-60.3364,7.11,5.82,9.89807,82.5212,-60.276,426,1,45.4163,136.85,3.55,2,425.971,45.3759,3.55,43.0358,39.4856,0.7073693090225551
0.7,3,715.6115530850366,156.4114923774808,316.893,-60.3473,7.51,6.15,10.1715,84.7114,-60.2834,449.9,1,45.4228,136.85,3.75,2,449.892,45.3802,3.75,44.2308,40.4807,0.7055916459465239
0.65,3,928.9135872831102,140.37050154723354,316.905,-60.3781,8.69,7.11,10.9367,90.8105,-60.3042,520.3,1,45.4407,136.85,4.34,2,520.316,45.3914,4.34,47.5754,43.2352,0.6350205403864638
0.65,3,457.0219858852215,144.38789627425683,316.906,-60.3802,8.78,7.18,10.9913,91.2485,-60.3057,525.5,1,45.442,136.85,4.38,2,525.543,45.3922,4.38,47.8143,43.4342,0.6277866265039357
0.64,3,702.5968190573622,88.23943700134888,316.908,-60.3847,8.95,7.32,11.1004,92.1139,-60.3087,536.1,1,45.4445,136.85,4.47,2,536.059,45.3937,4.47,48.292,43.822,0.6094784301867607
0.61,3,553.1270330792759,121.2615603904639,316.916,-60.4049,9.76,7.99,11.5918,96.0124,-60.3221,584.7,1,45.4557,136.85,4.87,2,584.704,45.4004,4.87,50.4413,45.5712,0.5018017376030631
0.61,3,666.050180634018,138.28435105858225,316.917,-60.4072,9.86,8.07,11.6463,96.4398,-60.3236,590.2,1,45.4569,136.85,4.92,2,590.237,45.401,4.92,50.6801,45.7599,0.48820829665980386
0.6,3,924.158637001412,143.35779685537096,316.918,-60.4094,9.95,8.14,11.7008,96.8776,-60.3251,595.8,1,45.4582,136.85,4.96,2,595.794,45.4018,4.96,50.9189,45.9588,0.4767141544737213
0.6,3,456.8488991984632,123.6739951000028,316.92,-60.4164,10.23,8.37,11.8645,98.1601,-60.3295,612.6,1,45.4618,136.85,5.11,2,612.628,45.4037,5.11,51.6352,46.5251,0.39555025701965063
0.58,3,643.8600713701453,147.06654773104768,316.924,-60.4256,10.61,8.68,12.0827,99.8798,-60.3355,635.4,1,45.4666,136.85,5.3,2,635.429,45.4064,5.3,52.59,47.2899,0.3606864899532185
0.58,3,55.1208817071747,80.67524152012305,316.926,-60.43,10.8,8.84,12.1917,100.745,-60.3385,647,1,45.4691,136.85,5.39,2,646.982,45.4079,5.39,53.0675,47.6774,0.331691129596068
0.57,3,9.006488441955298,114.63567318364713,316.928,-60.4371,11.1,9.08,12.3553,102.027,-60.3429,664.5,1,45.4727,136.85,5.54,2,664.511,45.4097,5.54,53.7837,48.2435,0.27978259739109174
0.57,3,332.9578931508586,106.26426135648967,316.93,-60.4417,11.29,9.24,12.4643,102.882,-60.3459,676.3,1,45.475,136.85,5.64,2,676.326,45.411,5.64,54.2611,48.6209,0.2417795119997074
0.55,3,678.3811036313418,134.99061799909416,316.936,-60.4581,12,9.82,12.8456,105.873,-60.3564,718.5,1,45.4833,136.85,5.99,2,718.473,45.4153,5.99,55.9315,49.9413,0.1246598269330401
1.44,5,585.9183689176571,99.8352062565007,136.851,-59.7873,4.19,3.42,7.59654,96.8862,-60.2139,250.6,2,45.359,136.85,2.09,3,250.626,44.9364,2.09,32.9921,30.9021,0.9968260143561222
1.34,5,334.0910605813842,146.99678048621934,316.86,-59.7793,4.81,3.94,8.14526,103.753,-60.2287,288.2,2,45.3731,136.85,2.4,3,288.216,44.9181,2.4,35.3845,32.9845,0.935470637743851
1.21,5,688.5635396142025,129.26499151288613,316.874,-59.7693,5.91,4.83,9.0223,114.683,-60.2524,353.8,2,45.395,136.85,2.95,3,353.774,44.8876,2.95,39.211,36.261,0.8377299839567354
0.75,3,251.84365549706854,141.34524408363583,316.883,-60.3237,6.65,5.44,9.56983,79.8834,-60.2672,398.1,1,45.4084,136.85,3.32,2,398.122,45.3706,3.32,41.6017,38.2817,0.7075599792766472
0.73,3,54.386699833441526,108.89970791213895,316.886,-60.33,6.88,5.63,9.7339,81.2076,-60.2716,411.9,1,45.4124,136.85,3.43,2,411.928,45.3734,3.43,42.3189,38.8888,0.7076216100658488
0.72,3,854.2688730780501,208.0853444279534,316.889,-60.3387,7.19,5.89,9.95274,82.9595,-60.2776,430.7,1,45.4176,136.85,3.59,2,430.703,45.3768,3.59,43.2748,39.6847,0.7114022737909294
0.66,3,188.85252216877416,92.86413954316497,316.904,-60.3736,8.52,6.97,10.8273,89.9454,-60.3013,509.9,1,45.4382,136.85,4.25,2,509.944,45.3899,4.25,47.0978,42.8477,0.6530956952819706
0.65,3,150.4304180056788,77.13192352031842,316.906,-60.3803,8.78,7.18,10.9913,91.2485,-60.3058,525.5,1,45.442,136.85,4.38,2,525.543,45.3922,4.38,47.8143,43.4342,0.6275670668174055
0.57,3,946.7753113883082,116.80806921833197,316.929,-60.4395,11.2,9.16,12.4098,102.454,-60.3445,670.4,1,45.4738,136.85,5.59,2,670.404,45.4103,5.59,54.0223,48.4322,0.258175227889473
0.57,3,45.67636710149236,83.34171871740864,316.93,-60.4418,11.29,9.24,12.4643,102.881,-60.346,676.3,1,45.475,136.85,5.64,2,676.324,45.411,5.64,54.2609,48.6207,0.2413442445509716
0.55,3,156.9291648173239,127.28438496765442,316.934,-60.4535,11.8,9.65,12.7367,105.018,-60.3535,706.3,1,45.481,136.85,5.89,2,706.305,45.414,5.89,55.4543,49.564,0.1569004335340829
1.42,5,730.9703570327256,133.85598906072465,136.853,-59.7857,4.31,3.52,7.70623,98.2618,-60.2169,257.9,2,45.3619,136.85,2.15,3,257.931,44.9328,2.15,33.4705,31.3206,0.9851874250078485
1.36,5,508.4140355689451,160.89828878756552,316.859,-59.7811,4.68,3.83,8.03562,102.378,-60.2258,280.5,2,45.3703,136.85,2.34,3,280.492,44.9217,2.34,34.9061,32.5661,0.9479258350490447
1.27,5,705.7383168200031,183.76270476298308,316.867,-59.7741,5.35,4.37,8.58393,109.224,-60.2406,320.2,2,45.3841,136.85,2.67,3,320.163,44.9029,2.67,37.298,34.6279,0.8899216325996061
1.26,5,9.583165553631261,152.72929158831232,316.868,-59.7732,5.42,4.43,8.63881,109.912,-60.2421,324.3,2,45.3855,136.85,2.7,3,324.277,44.9011,2.7,37.5372,34.8372,0.8819924463763986
1.24,5,46.98374155489728,164.6868041877464,316.87,-59.7721,5.55,4.54,8.74833,111.276,-60.245,332.6,2,45.3882,136.85,2.77,3,332.571,44.8973,2.77,38.0154,35.2454,0.8695102856009292
1.24,5,368.7693270179443,135.46019281448824,316.871,-59.7717,5.62,4.6,8.80312,111.954,-60.2465,336.8,2,45.3895,136.85,2.81,3,336.759,44.8953,2.81,38.2545,35.4445,0.7855210016544016
1.18,5,60.0701642758213,115.31666899647962,316.877,-59.7678,6.13,5.01,9.18665,116.725,-60.2569,366.8,2,45.399,136.85,3.06,3,366.808,44.8817,3.06,39.9284,36.8682,0.8215576796778252
0.74,3,565.679105812218,116.56290211935118,316.885,-60.328,6.8,5.57,9.67923,80.7694,-60.2702,407.3,1,45.4111,136.85,3.39,2,407.301,45.3725,3.39,42.0798,38.6897,0.7073924205685057
0.7,3,492.33808342460543,139.73354865955113,316.892,-60.3453,7.43,6.08,10.1169,84.2732,-60.2821,445.1,1,45.4215,136.85,3.71,2,445.061,45.3793,3.71,43.9917,40.2816,0.7081493236983868
0.65,3,70.2282309087459,153.14741266668403,316.904,-60.3759,8.6,7.04,10.882,90.383,-60.3029,515.1,1,45.4395,136.85,4.29,2,515.117,45.3907,4.29,47.3365,43.0465,0.6458521515886301
0.64,3,580.5868526955601,98.53451660550456,316.907,-60.3826,8.86,7.25,11.0459,91.6859,-60.3074,530.8,1,45.4433,136.85,4.42,2,530.789,45.393,4.42,48.0531,43.6329,0.569774720205847
0.63,3,484.1357733644545,161.95632319340072,316.91,-60.3894,9.13,7.47,11.2097,92.9794,-60.3118,546.7,1,45.4469,136.85,4.56,2,546.695,45.3951,4.56,48.7697,44.2097,0.5880752126743719
0.58,3,73.33553825970739,135.4177668389133,316.927,-60.4326,10.9,8.92,12.2463,101.172,-60.3401,652.8,1,45.4703,136.85,5.44,2,652.802,45.4085,5.44,53.3062,47.866,0.3155631224468965
0.56,3,474.400371537311,86.79202853405693,316.932,-60.4466,11.49,9.4,12.5733,103.736,-60.3491,688.2,1,45.4774,136.85,5.74,2,688.24,45.4122,5.74,54.7383,48.9981,0.2074877556955516
1.34,5,75.0070788199082,120.90334317944301,316.86,-59.7794,4.81,3.94,8.14526,103.753,-60.2288,288.2,2,45.3731,136.85,2.4,3,288.216,44.9181,2.4,35.3845,32.9845,0.9354263406141123
0.75,3,652.0053862237837,165.59356360305176,316.883,-60.3239,6.65,5.44,9.56983,79.8835,-60.2674,398.1,1,45.4083,136.85,3.32,2,398.122,45.3706,3.32,41.6017,38.2817,0.7083900689687053
0.72,3,600.3690338127781,137.9995627800467,316.888,-60.3345,7.04,5.76,9.8434,82.0834,-60.2748,421.3,1,45.415,136.85,3.51,2,421.266,45.3751,3.51,42.7967,39.2867,0.7084324401362813
0.7,3,156.22941201226786,145.85863683052213,316.892,-60.3454,7.43,6.08,10.1169,84.2732,-60.2822,445.1,1,45.4215,136.85,3.71,2,445.061,45.3793,3.71,43.9917,40.2816,0.7083284381795036
0.66,3,484.8870208449662,101.20250827077223,316.904,-60.3738,8.52,6.97,10.8273,89.9454,-60.3015,509.9,1,45.4382,136.85,4.25,2,509.944,45.3899,4.25,47.0978,42.8477,0.6527259105467617
0.58,3,195.08495690394193,157.67441654453415,316.926,-60.4303,10.8,8.84,12.1917,100.745,-60.3387,647,1,45.4691,136.85,5.39,2,646.984,45.4078,5.39,53.0675,47.6773,0.33007332137952833
0.55,3,878.7536325505935,192.92997083419868,316.937,-60.4607,12.1,9.9,12.9002,106.3,-60.3581,724.6,1,45.4845,136.85,6.04,2,724.609,45.4159,6.04,56.1702,50.1299,0.10299082664221978
1.39,5,156.98179637640715,127.32668374441162,136.856,-59.7833,4.49,3.68,7.87093,100.325,-60.2215,269.1,2,45.3661,136.85,2.24,3,269.094,44.9273,2.24,34.1883,31.9482,0.9668676729176982
1.26,5,894.3751297981944,142.4811224983879,316.868,-59.7734,5.42,4.43,8.63881,109.912,-60.2422,324.3,2,45.3855,136.85,2.7,3,324.277,44.9011,2.7,37.5372,34.8372,0.881990520414236
1.21,5,39.436798992566764,84.5105387912385,316.874,-59.7699,5.84,4.78,8.96746,114.006,-60.2511,349.5,2,45.3937,136.85,2.91,3,349.479,44.8896,2.91,38.9719,36.0619,0.8446230025364924
0.71,3,602.6723672673106,150.3545638666936,316.89,-60.3411,7.27,5.95,10.0076,83.3974,-60.2793,435.5,1,45.4189,136.85,3.63,2,435.468,45.3776,3.63,43.5138,39.8837,0.712041693228895
0.68,3,3.828695993172005,158.79750480022858,316.896,-60.3562,7.84,6.42,10.3901,86.4628,-60.2897,469.5,1,45.428,136.85,3.91,2,469.493,45.3835,3.91,45.1864,41.2764,0.6958424254797091
0.6,3,587.8254131267313,154.90657713351908,316.919,-60.412,10.04,8.22,11.7553,97.3051,-60.3269,601.4,1,45.4594,136.85,5.01,2,601.376,45.4024,5.01,51.1577,46.1475,0.3751157984750232
0.58,3,257.9366903069895,125.17075175113558,316.924,-60.4259,10.61,8.68,12.0827,99.8799,-60.3358,635.4,1,45.4666,136.85,5.3,2,635.429,45.4064,5.3,52.59,47.2899,0.35856215368792865
0.56,3,681.293507223716,105.32639708610594,316.932,-60.4467,11.49,9.4,12.5733,103.736,-60.3492,688.2,1,45.4774,136.85,5.74,2,688.24,45.4122,5.74,54.7383,48.9981,0.20654981212239112
0.56,3,571.5730363605544,90.22426789513756,316.933,-60.4491,11.59,9.49,12.6277,104.163,-60.3507,694.2,1,45.4786,136.85,5.79,2,694.23,45.4128,5.79,54.9769,49.1866,0.1895069729460096
1.43,5,643.0563342662062,133.90794881839156,136.852,-59.7868,4.25,3.47,7.65139,97.574,-60.2157,254.3,2,45.3604,136.85,2.12,3,254.266,44.9345,2.12,33.2314,31.1113,0.9903509295656379
1.41,5,436.3342853488866,159.26264825210032,316.854,-59.7851,4.37,3.58,7.7613,98.949,-60.2186,261.6,2,45.3633,136.85,2.18,3,261.631,44.9309,2.18,33.7097,31.5297,0.979419168331019
1.33,5,854.110387584893,132.11178289956754,316.861,-59.7788,4.88,3.99,8.20026,104.441,-60.2305,292.1,2,45.3745,136.85,2.43,3,292.123,44.9162,2.43,35.6236,33.193600000000004,0.9297409003102727
1.18,5,27.51742949988693,157.96684338071321,316.877,-59.7681,6.13,5.01,9.18653,116.725,-60.2571,366.8,2,45.399,136.85,3.06,3,366.803,44.8817,3.06,39.9284,36.8682,0.821571161412963
0.66,3,101.90589018189348,158.5120296075288,316.902,-60.3695,8.34,6.83,10.7181,89.0797,-60.2987,499.7,1,45.4357,136.85,4.16,2,499.679,45.3884,4.16,46.62,42.4598,0.6676559692308287
0.66,3,370.3012506708037,130.19441632056257,316.904,-60.374,8.52,6.97,10.8273,89.9454,-60.3017,509.9,1,45.4382,136.85,4.25,2,509.944,45.3899,4.25,47.0978,42.8477,0.652336866189927
0.6,3,346.2909629845526,139.06521366227116,316.919,-60.4121,10.04,8.22,11.7553,97.3051,-60.327,601.4,1,45.4594,136.85,5.01,2,601.376,45.4024,5.01,51.1577,46.1475,0.3747517916263018
0.58,3,423.28060944448225,138.75182049249167,316.927,-60.4328,10.9,8.92,12.2463,101.172,-60.3404,652.8,1,45.4703,136.85,5.44,2,652.802,45.4085,5.44,53.3062,47.8661,0.3139645738519822
0.56,3,1.4567386300768703,128.2382241656483,316.931,-60.4445,11.39,9.32,12.5188,103.309,-60.3478,682.3,1,45.4762,136.85,5.69,2,682.269,45.4115,5.69,54.4995,48.8093,0.22244477784989447
0.56,3,300.7766811302863,153.27243998324022,316.934,-60.4515,11.69,9.57,12.6823,104.591,-60.3523,700.3,1,45.4797,136.85,5.84,2,700.262,45.4134,5.84,55.2155,49.3754,0.17243909626151488
1.34,5,979.2645032724831,119.30874342644171,316.86,-59.7797,4.81,3.94,8.14526,103.753,-60.2291,288.2,2,45.3731,136.85,2.4,3,288.216,44.9181,2.4,35.3845,32.9845,0.8944187542491542
1.23,5,269.69750089151785,140.47623060388352,136.872,-59.7712,5.69,4.66,8.85779,112.641,-60.2483,341,2,45.3909,136.85,2.84,3,340.968,44.8934,2.84,38.4936,35.6535,0.8563829275010064
0.69,3,920.476276292,109.61326052273621,316.895,-60.3521,7.68,6.28,10.2809,85.5873,-60.2869,459.6,1,45.4254,136.85,3.83,2,459.645,45.3818,3.83,44.7086,40.8787,0.7003761404103456
0.63,3,50.24479412101209,152.14326607524532,316.911,-60.3919,9.22,7.54,11.2643,93.4168,-60.3137,552,1,45.4482,136.85,4.6,2,552.045,45.396,4.6,49.0085,44.4084,0.5725769951523533
0.62,3,687.2155867123511,76.95101393815375,316.913,-60.3964,9.4,7.69,11.3736,94.282,-60.3166,562.8,1,45.4507,136.85,4.69,2,562.836,45.3974,4.69,49.4862,44.796,0.5499989407208106
0.58,3,135.01577228261158,118.6626723417361,316.924,-60.4261,10.61,8.68,12.0827,99.8799,-60.336,635.4,1,45.4666,136.85,5.3,2,635.429,45.4064,5.3,52.59,47.2899,0.3575510235525913
1.37,5,141.18955589528196,104.4182904557423,136.858,-59.7823,4.62,3.78,7.98072,101.691,-60.2247,276.7,2,45.3688,136.85,2.31,3,276.666,44.9235,2.31,34.6668,32.3569,0.9061016407271665
1.23,5,440.1737159239128,173.21479022871222,136.872,-59.7713,5.69,4.66,8.85795,112.641,-60.2484,341,2,45.3909,136.85,2.84,3,340.974,44.8934,2.84,38.4936,35.6535,0.8564195207820948
1.18,5,852.0034779289272,160.1452174858743,316.877,-59.7683,6.13,5.01,9.18653,116.725,-60.2573,366.8,2,45.399,136.85,3.06,3,366.803,44.8817,3.06,39.9284,36.8682,0.8215846431481009
1.15,5,982.0490794733632,125.35994459154688,316.881,-59.7659,6.42,5.25,9.40555,119.453,-60.2632,384.5,2,45.4044,136.85,3.2,3,384.542,44.874,3.2,40.8846,37.6845,0.7993975590355554
0.76,3,165.28689488675445,131.5831500195599,316.882,-60.3199,6.5,5.32,9.46034,79.0071,-60.2647,389,1,45.4057,136.85,3.24,2,389.043,45.3689,3.24,41.1236,37.8836,0.7078873928442803
0.71,3,28.39876858354546,117.5409535262948,316.89,-60.3414,7.27,5.95,10.0076,83.3974,-60.2796,435.5,1,45.4189,136.85,3.63,2,435.468,45.3776,3.63,43.5138,39.8837,0.7129661550669176
0.7,3,72.40291542303748,111.95247610937858,316.892,-60.3457,7.43,6.08,10.1169,84.2732,-60.2825,445.1,1,45.4215,136.85,3.71,2,445.061,45.3793,3.71,43.9917,40.2816,0.7089832653147697
0.68,3,893.2647993252613,166.8566707246776,316.896,-60.3565,7.84,6.42,10.3901,86.4628,-60.29,469.5,1,45.428,136.85,3.91,2,469.493,45.3835,3.91,45.1864,41.2764,0.6961948765554554
0.59,3,126.53300715517253,172.3631162128244,316.921,-60.4191,10.33,8.45,11.919,98.5976,-60.3316,618.3,1,45.463,136.85,5.15,2,618.286,45.4045,5.15,51.8738,46.7238,0.41113514283898384
0.57,3,600.1275343729649,117.4377411377704,316.927,-60.4353,11,9,12.3008,101.6,-60.342,658.6,1,45.4714,136.85,5.49,2,658.644,45.4091,5.49,53.5449,48.0548,0.2928772141342512
0.57,3,287.3461481137201,99.8287040018401,316.93,-60.4423,11.29,9.24,12.4643,102.881,-60.3465,676.3,1,45.475,136.85,5.64,2,676.324,45.4109,5.64,54.2609,48.6207,0.2383320397287475
0.56,3,568.8650075271726,154.90079221688526,316.931,-60.4447,11.39,9.32,12.5188,103.309,-60.348,682.3,1,45.4762,136.85,5.69,2,682.269,45.4115,5.69,54.4995,48.8093,0.22180921033625375
1.43,5,192.0014635126572,142.7963433407024,136.852,-59.787,4.25,3.47,7.65139,97.5735,-60.2159,254.3,2,45.3604,136.85,2.12,3,254.265,44.9345,2.12,33.2312,31.1112,0.9901487035385703
